"","cod","lat","lng","intrusion","variation","flag_variation","v1","v2","v3","v4","v5","v6","v7"
"4110",46650,38.9392417,-0.587269,1,12.8,"pos",49.2697123577818,-151.545867184062,957.16138901189,5990.23571140133,3.82611876717854,6476.77426226437,338.13979161795
"4111",46660,39.0544094,-0.4927134,6,0,"null",21.9156060388777,628.850115069384,6592.45174033567,1053.69485043921,0.477264205248331,2748.50381175056,346.592940968878
"4112",46666,39.0442123,-0.4360881,11,0,"null",6.9310689587146,-109.478856319052,5574.77473216131,3072.17726358213,10.5892297988505,4024.6221948415,346.48324603975
"4113",46667,39.0182024,-0.4219444,5,47.1,"neg",36.6771150401328,148.325653288292,6456.27571092919,2051.75585309044,0.51346959299364,3320.44647969306,313.725155719228
"4114",46668,39.0141081,-0.4702895,103,185.2,"pos",13.8128365166485,94.8813481313917,3223.87309526093,5173.59950561076,-2.44968517039174,3418.38427660987,314.663339355306
"4115",46670,39.0547359,-0.4078058,7,371,"pos",18.8134743317496,275.038747396892,6771.44914628007,5398.27468842268,7.13306615714678,3694.00919508189,335.954117690679
"4116",46680,39.2159697,-0.4313729,2,0,"null",45.8091547293589,209.28120351852,3814.63332399726,4801.48321236484,3.6504058221707,6279.62809498422,326.489221457198
"4117",46687,39.2213766,-0.3701276,3,43.4,"neg",35.4559921436012,-209.9203527206,5043.52559377439,4300.47370786779,-3.24659977810174,4388.79682817496,353.607359103711
"4118",46688,39.1902176,-0.3607137,6,0,"null",15.9158068408724,416.682217005636,2348.55597633868,3946.76354718395,5.38927931955758,4440.810957551,334.235958193967
"4119",46690,38.9704561,-0.606207,6,4.6,"pos",7.16717804945074,-380.489271076406,6734.88398888148,2557.91794536635,-9.2081720725156,5681.06373939663,336.754245104175
"4120",46691,38.891706,-0.6867939,16,5.3,"neg",28.2237033885904,-52.008429481067,666.080818604678,2999.14278858341,-2.20863191474889,3084.78280175477,338.248932221045
"4121",46700,44.5072629,1.09694,9,0,"null",6.89593188068829,-31.2525793537441,5140.47854486853,3920.48451970331,5.5029424514555,5714.24413593486,347.095044031537
"4122",46710,38.9745344,-0.1518394,5,0,"null",7.99906833609566,90.4312066425839,717.632819991559,6607.66583043151,8.13359757587586,5389.06908584759,349.103973363337
"4123",46711,38.9536802,-0.1377983,3,43.9,"neg",3.59674716391601,255.793227547791,2137.30955389328,2095.02055938356,10.7811407624673,2799.0218733903,327.830429339831
"4124",46712,38.9432525,-0.1284404,5,144.1,"pos",34.835547628114,21.9571762522763,749.982146499678,6942.46550407261,8.01410446286986,6737.45513642207,340.738679597844
"4125",46713,38.9484314,-0.1612029,14,0,"null",43.3724435027689,-77.6512180345876,5308.0593559891,3305.10247386992,-4.91518696457324,1111.35694170371,354.943361299155
"4126",46714,38.9445309,-0.1506691,4,8.2,"pos",14.9191807680763,-186.153634351451,3879.51861321926,2368.74187584035,8.5227167780548,5531.17885240354,333.00571330082
"4127",46715,38.9327845,-0.1518394,4,0,"null",21.8146827369928,154.098046507868,3014.68054084107,3683.7720730342,2.95465380273529,3341.13433952443,346.850973446423
"4128",46716,38.9327587,-0.1705687,43,95.7,"pos",37.7271526833065,666.557654916929,4020.51862012595,6449.29190040566,5.45572087012612,5833.29750820994,326.11884810597
"4129",46717,38.9197163,-0.1635442,5,137.8,"pos",48.3318956200965,160.444823305476,4811.9368175976,2529.87486659549,4.10674339939665,1399.54730016179,332.873823410201
"4130",46720,38.8725866,-0.2338473,2,0,"null",22.8936934850644,-110.121432823501,5203.31799061969,3739.23724652268,5.5833462839391,2076.21014723554,347.876995068876
"4131",46722,38.93273,-0.1893072,10,0,"null",25.322704089107,28.7434328648392,4645.69372064434,3282.04583371989,-4.75335298569635,3338.15479562618,331.404739065305
"4132",46723,38.9444914,-0.1787657,4,18.4,"pos",23.4529451481067,133.911176162211,6903.05432663299,3032.45171783492,-1.8400451005115,5697.51667198725,332.816641925201
"4133",46724,38.940489,-0.2291565,8,26.5,"neg",7.79962423373945,277.347402849294,1630.0016391091,3789.42653960548,6.61986072864017,5634.57049443386,339.419789053859
"4134",46725,38.9404306,-0.25731,5,0,"null",37.8831794888247,335.577428048039,2784.85764921643,3838.35115702823,7.15784390416761,3131.03812220506,325.170921740339
"4135",46726,38.9142495,-0.2901815,11,0,"null",21.4473571158014,197.637629185609,6568.68885331787,720.252645015717,-3.43906502693325,3826.01049677469,336.238592008327
"4136",46727,38.9509794,-0.2010233,11,0,"null",34.299477111781,142.355848269688,4734.38007729128,1019.11503272131,3.27959799998583,4481.05672555976,347.168892776846
"4137",46728,38.9770079,-0.2338473,6,6.5,"neg",18.8449116591364,53.593331066227,3866.2524507381,5847.59303880855,-5.97693153086243,4608.51363525726,338.545045644267
"4138",46730,38.9927623,-0.1729106,4,5.4,"pos",32.1099801603705,517.653415116186,6415.01585710794,3772.73315158673,7.5399531581357,3147.16168078594,334.285783168036
"4139",46740,39.0964381,-0.3983829,4,0,"null",41.2909199630376,193.360114785598,3127.98361126333,1776.39310644008,1.74685237928142,2474.8426548671,368.313280007558
"4140",46750,39.0392998,-0.3465971,7,0,"null",39.2383205620572,280.280950158169,6967.59993685409,6764.28280710243,5.74775973663932,6817.00979568996,343.361747291491
"4141",46758,39.0133287,-0.3136781,6,13.7,"neg",2.49730221065693,718.298143703134,2314.50678422116,2599.25741162151,-6.73070929967391,4049.86424455419,330.910715821483
"4142",46760,39.0812204,-0.2526163,10,22.3,"neg",32.4901027167216,261.322284002235,408.474461454898,5587.33279453591,-3.68270324517627,6051.79921914823,343.308333435869
"4143",46770,39.0396152,-0.2150873,2,119.9,"pos",13.2424206177238,-221.110953260727,488.034380786121,3108.50293366238,8.18968798057512,5827.37420359626,355.882640514395
"4144",46780,38.8936726,-0.102718,6,0,"null",45.0939304749481,-157.882253013904,3440.96715454943,6153.61985098571,4.52178868251362,5965.48560285009,340.899617295947
"4145",46790,39.0135245,-0.2291565,7,0,"null",28.1708750652615,-93.1409040707337,6961.92374303937,5063.00327638164,4.23927747570077,1396.41846143641,337.834562056916
"4146",46791,39.0654707,-0.3042778,14,0,"null",33.4638548791409,-36.5210597660231,5861.63738332689,995.985566126183,-0.864116422368165,4414.81477180496,322.053156165987
"4147",46792,39.1069734,-0.3607137,20,0,"null",7.1673556487076,103.809039367277,5576.36115527712,3703.71383675374,12.9038918163697,5535.46055932529,338.994696001182
"4148",46800,38.9969674,-0.5163312,1,47.3,"pos",33.5904348904733,-51.6787228063912,6845.59897752479,651.948425266892,8.66189855020792,2793.05281713605,348.774499517739
"4149",46810,38.9642617,-0.7722974,1,100,"pos",47.7104196210857,551.09704223468,3341.87140916474,2552.07697157748,2.70087927037073,6733.09930455871,318.30223752773
"4150",46811,38.9320672,-0.8961217,50,100,"pos",2.11119314352982,-344.466280036516,4138.57634984888,5513.42324507423,16.2783266163988,510.570173244923,340.271289666622
"4151",46813,38.9849743,-0.5718884,10,0,"null",27.2697193913627,112.529739188131,3923.08391761035,1363.22005959228,11.0601873754673,1397.47334308922,345.916079310301
"4152",46814,39.0018003,-0.5967369,5,0,"null",27.7261485573836,-369.753583621185,1535.04421589896,2987.36518714577,-8.03514564121825,6337.65144487843,331.098173068186
"4153",46815,39.0229309,-0.5399631,5,26.2,"neg",3.55039513832889,244.945869409663,5920.01253357157,6949.71352559514,4.78761351701963,1049.84312718734,348.517005491149
"4154",46816,39.0123699,-0.5683399,8,0,"null",35.8673002258874,176.558239813425,2163.9037641231,5034.44173485041,4.91037856749273,629.843002185225,320.631462443191
"4155",46820,39.0171652,-0.6488505,3,100,"pos",6.31249019945972,215.997437641189,2413.83478529751,3249.44105683826,-0.411367075787778,2043.26854189858,335.967019990812
"4156",46821,39.0377989,-0.6867939,4,100,"pos",4.80172681622207,71.7965234469645,2569.92814671248,6685.9956540633,2.47667364703658,4105.42884599417,326.971351222837
"4157",46823,39.1001952,-0.705779,8,100,"pos",20.3722458276898,387.441383975059,1452.80454247259,1024.74866658449,8.85353670685702,828.336258931085,333.733050628586
"4158",46830,38.9555415,-0.4408037,5,0,"null",34.4441443302203,585.70758735652,4394.50079137459,5065.72403837927,8.98032736814655,2751.95866683498,323.294386797468
"4159",46837,38.9347999,-0.403094,4,2.3,"neg",49.1887071884703,514.777490460455,6266.55696975067,5591.31180886179,-1.66542934203424,2324.4038769044,335.618097694033
"4160",46838,38.9559121,-0.3277829,11,0,"null",40.0763954373542,63.7580579839878,4287.74386900477,496.653708349913,7.76024053302233,6551.18949697353,339.069615550385
"4161",46840,38.9086102,-0.4266584,2,0,"null",44.4091351327952,0.971802680744339,6016.79792637005,4629.79149501771,4.03013125248001,1671.98321265168,345.399949779679
"4162",46842,38.8932594,-0.3277829,23,0,"null",44.4499248915818,288.590682820633,750.675949314609,5861.26000797376,8.64494306371361,4372.1271680668,338.452006843066
"4163",46843,38.8564653,-0.3983829,10,0,"null",36.2811846211553,-90.693825945777,6805.81522686407,1936.74701158889,13.4640584638747,4777.85439318977,345.320323791149
"4164",46850,38.9132989,-0.554149,3,57,"pos",41.4671300393529,181.882628827604,3365.4820248019,447.920486237854,4.58288681430678,4026.71784218401,340.508118653619
"4165",46860,38.8715982,-0.5352356,3,107.5,"pos",4.50638066674583,25.5385458369699,2719.20717828907,4571.83734499849,1.96895253886718,2693.75130999833,337.550300769033
"4166",46868,38.8666747,-0.4643906,46,0,"null",1.53310500690714,143.295704748043,1530.86346285418,3277.99371173605,-3.86709264989971,2037.08615112118,325.471916926247
"4167",46869,38.8351973,-0.4927134,2,0,"null",45.5020426148549,416.27534753375,2614.26725359634,4904.89102029242,5.62553454760038,4426.25887785107,345.806193082702
"4168",46870,38.7975578,-0.6962853,2,43.2,"neg",9.83726541232318,3.89754897599707,4364.36898033135,5743.54045591317,4.79513957087693,3274.10769127309,349.510240870969
"4169",46880,38.7561207,-0.6204165,3,0,"null",47.2515759745147,-732.875613797129,5918.97937138565,6759.83711313456,1.4073845281955,3763.67229986936,353.449281396997
"4170",46890,38.8296947,-0.554149,5,48.7,"neg",36.6668807046954,404.964108076452,2625.84788617678,4558.83175618947,-0.84958008178607,2294.39009074122,342.349945226616
"4171",46892,38.8848564,-0.4903524,12,28.1,"pos",36.7729077804834,61.1373330728673,3707.68849151209,2873.9854470361,-1.95874829200843,1146.11231922172,343.384741420686
"4172",46894,38.9815376,-0.4643906,3,0,"null",39.1542074799072,113.342538533443,4810.98725553602,2775.96794548444,6.70431026393559,6985.04401720129,359.525520059574
"4173",46900,39.4076898,-0.5021589,3,36.5,"neg",44.8220231605228,436.815168399439,1931.20375461876,2421.06968048029,4.25651178153587,3000.06642527878,343.039652265673
"4174",46901,39.4155312,-0.4856308,0,0,"null",3.807804902317,-366.214402497826,1719.26241372712,6526.13399894908,-4.69901454227878,2203.99795072153,331.087048002879
"4175",46910,39.4185144,-0.3795438,6,5.3,"pos",44.9055421117228,-164.868862368476,2413.93705918454,5572.7588724345,-2.14947418141364,4372.95772023499,337.311283674176
"4176",46920,39.4779243,-0.4195876,3,117.6,"pos",29.7046668783296,-224.362546949045,6696.76017621532,3623.44986801036,1.07642079942949,2122.27008007467,349.502443617936
"4177",46930,39.4697936,-0.5116066,10,100.3,"pos",23.4487248640507,318.230330252148,4151.86297632754,6111.29362573847,1.69599644173857,798.045642534271,323.923208880126
"4178",46940,39.4957302,-0.4974359,3,45.1,"neg",25.4867191191297,-661.906024842991,4681.18080785498,1936.76403495483,10.1710269231219,6371.2405174505,339.348493353414
"4179",46950,39.4597817,-0.4266584,4,23.3,"neg",15.7184815397486,-38.0340967950235,3910.98907580599,3206.97277607396,7.7029678412533,1157.67383086495,336.688778599986
"4180",46960,39.4595217,-0.4927134,6,20.9,"neg",49.0272141546011,208.069187216134,3527.43929498829,5968.24124138802,9.23775047017773,6903.57566298917,352.316299852501
"4181",46970,39.4518434,-0.4714694,4,5.7,"pos",39.1325220710132,-177.779663459711,1160.13261158951,6093.67394256406,-1.9484259109599,1604.1449748911,345.897366059037
"4182",46980,39.5424148,-0.4643906,2,42,"neg",20.9231404343154,358.095109197634,4007.92650948279,6914.99489629641,-4.06688184051171,1245.49596817233,314.931236089047
"4183",46989,39.5082909,-0.4284263,10,0,"null",23.1189952383284,-355.793805256524,4375.29695015401,4499.15185207501,2.9252699843212,3655.49656031653,357.050394671449
"4184",47001,41.6499176,-4.7290462,1,9.8,"pos",42.2449854868464,143.037466328278,3927.90240147151,6556.89769373275,-6.52757180137159,2551.79362120107,350.108443625859
"4185",47002,41.6502362,-4.721286,2,44,"neg",42.5598290159833,119.341272224913,1336.78703503683,6434.49047710747,-2.49896677800108,4902.84198205918,355.882315380046
"4186",47003,41.654999,-4.7264594,3,0,"null",7.17367116361856,211.825787603161,5546.92471753806,6355.20764156245,0.978646770383482,3645.22710340098,343.834461190326
"4187",47004,41.645803,-4.7232259,3,411.5,"pos",20.6894434967544,471.086961633266,2720.05728473887,460.146276419982,0.379542700278189,4032.78444856405,326.423157524966
"4188",47005,41.6530417,-4.7135268,7,4.8,"pos",9.79335664003156,-239.273034499458,2093.39526589029,5267.6705351565,2.25082395138193,4122.35081549734,344.246248069337
"4189",47006,41.6394339,-4.7419825,2,61.6,"pos",17.4679128143471,-88.3835040106486,6161.59604168497,2116.27045306377,1.08190472896547,2325.98493853584,344.397627622368
"4190",47007,41.6423478,-4.7316332,11,124.8,"pos",34.2624895423651,-311.902851376841,1820.38815170527,3205.79339703545,-6.3371575472474,6738.97278071381,358.86393473832
"4191",47008,41.6134623,-4.7381013,1,5.1,"neg",36.7444943636656,-202.092002568791,4640.99599849433,6750.50415340811,1.4802729543783,1931.8101524841,354.396746450568
"4192",47009,41.7483736,-4.8416936,1,25.6,"neg",3.93501428607851,-243.154526702773,4585.91737127863,3041.20967411436,0.538023226154356,1333.76592234708,338.138474453737
"4193",47010,41.6704519,-4.7135268,4,100,"pos",8.25399249768816,178.360359235855,4687.46594735421,2668.60030102544,8.17461514163696,5286.84800229967,343.060748907484
"4194",47011,41.6705273,-4.6812086,7,38.2,"pos",21.3382344827987,-390.207052995131,2102.93526588939,2383.52087740786,1.2688774201879,1808.45167576335,344.055568661197
"4195",47012,41.6303025,-4.6915484,7,0,"null",30.6683738501742,411.239365443608,2546.9014457427,4781.42925547436,0.471939654443079,3987.81524356455,338.426799825694
"4196",47013,41.6363931,-4.725166,5,36.7,"neg",35.0076015600935,-365.340746616857,2423.40169260278,3790.14393663965,-3.26221226507727,5556.32964931428,345.204511426139
"4197",47014,41.6400908,-4.7562159,3,6.8,"neg",29.317658737069,357.841330300226,1610.93842275441,4628.13145867549,-1.52355597833667,2720.51506545395,356.493058491023
"4198",47016,41.6333885,-4.7678642,2,0,"null",35.7487590594683,290.496499590646,6416.95594764315,2171.62266350351,6.11030784381178,5946.59085297026,341.563752929281
"4199",47100,41.5023868,-5.0078451,4,79,"pos",41.5878220654558,-31.4307291181786,3839.8441283498,6889.41414644942,-7.77157816744957,5006.24112463556,333.857153075415
"4200",47120,41.6344844,-5.1744903,11,100,"pos",31.8961213005241,100.725671481497,5639.93664570153,6886.57254744321,0.794102635505022,6330.96497161314,346.678490829878
"4201",47130,41.5892347,-4.8416936,3,0,"null",3.03990467637777,-282.592212562027,2541.58916133456,4244.48507279158,3.08789966009787,1621.09456472099,343.851302585922
"4202",47134,41.6305442,-5.0390536,6,100,"pos",26.4509046175517,759.435544509377,2272.89286958985,4430.65516594797,5.71888406661595,426.712434878573,322.332460316964
"4203",47140,41.5744687,-4.7174062,1,14.6,"neg",8.52596935955808,402.553872475557,2720.48167181201,3958.12042038888,-5.47972474519847,1101.00097265095,338.839766439408
"4204",47150,38.2856247,-85.8241312,1,0,"null",13.2365625917446,106.339912582963,6239.85269619152,1786.49793704972,-74.8268213169808,696.212548203766,328.326415215879
"4205",47151,41.5393701,-4.7225793,1,100,"pos",26.6684908370953,-92.8589806996053,2241.36763657443,4341.95804945193,-4.02061784661326,2284.85104041174,346.00037082335
"4206",47155,41.6964381,-4.6553679,2,198.6,"pos",45.0502444461454,306.4427663092,2514.69898610376,2035.7805935666,-6.40171224159322,4609.60624399595,350.5054911976
"4207",47160,41.4501996,-4.5830789,9,400,"pos",33.7106268731877,217.602961820466,6829.19938010164,6402.83787772059,-7.06182757641101,4243.63241852261,343.948133666237
"4208",47161,41.5648493,-4.647618,5,4,"neg",35.852898782352,251.443355423257,4670.7256551832,6587.9526712466,-0.224046288571189,460.006943903863,351.298277522066
"4209",47162,41.5283965,-4.6243751,1,44.2,"neg",49.8279237754177,-162.443900907958,6485.44524540193,6970.2376073692,-2.75643995685241,6787.09353813902,338.204344182597
"4210",47164,41.4446648,-4.4696765,9,0,"null",31.8680735325906,-53.2275588919932,5152.05371915363,6194.20833601616,-3.66979339349988,6932.52741424367,349.058713092308
"4211",47166,41.4530186,-4.3822109,11,0,"null",7.80444143246859,-28.3968675628538,1454.70482064411,2626.21662537567,0.0368468281217282,6924.14789516479,347.032207545323
"4212",47170,41.6574858,-4.6347041,0,10.1,"pos",46.5861917736474,207.08446217248,1591.01603506133,6930.79461446032,-4.82882305043672,6267.0133782085,331.505680215878
"4213",47172,41.6854465,-4.5572847,22,0,"null",28.7558511598036,-21.8315598756227,3255.50073892809,4266.06790251099,-0.474995784437049,4277.82658585347,366.484115103139
"4214",47193,41.5969189,-4.6553679,2,61.1,"pos",45.7300485498272,-39.5712629642367,4414.21253527515,988.027462176979,-3.62489612211845,5360.87731462903,342.507698506501
"4215",47194,41.7604734,-4.7898731,3,0,"null",26.2467209184542,-227.179923723335,6763.28051071614,6443.44711103477,-0.275944741627965,5780.13995662332,333.846210011486
"4216",47195,41.626038,-4.795053,1,43.7,"neg",13.7608509883285,-15.1982060466735,6739.36271383427,615.805935394019,6.76284644713199,1587.16414123774,330.654730232117
"4217",47196,41.4755792,-4.6967189,7,0,"null",19.7194383740425,423.22052018552,1597.85879659466,6932.77142709121,-2.54288162391916,1162.35980507918,330.355217528762
"4218",47210,41.1911026,-4.8002333,5,13.9,"neg",40.9255966602359,-299.417126830333,2531.75378488377,2015.96003258601,5.86388357877876,2070.33999646083,334.688625799525
"4219",47230,41.4122473,-4.7795149,7,0,"null",31.1805822572205,-99.1733867061078,2452.23220116459,6641.04408863932,-1.27673864723608,6356.4312601462,329.522614619144
"4220",47238,41.375664,-4.6967189,4,0,"null",39.0062975776382,478.21703852035,3000.45223394409,6083.60069692135,7.21561420877561,6189.32554507628,334.209019908033
"4221",47239,41.5086181,-4.8624355,2,0,"null",22.8489288433921,-407.77115334838,1167.41970940493,4003.31631675363,-2.68355348604775,1179.20428123325,335.18209226384
"4222",47240,41.4721739,-4.7795149,10,0,"null",44.4210409000516,-89.1764940549338,3301.86108085327,6066.15135343745,0.198749488146093,4283.00014166161,325.154802363194
"4223",47250,41.4364758,-4.6760395,2,31.3,"neg",16.2972312441561,75.2219085682411,2475.97312899306,6009.66637460515,-6.38268643777014,846.357048442587,338.213974212297
"4224",47260,41.7179841,-4.6140481,1,2.9,"pos",40.0185869876295,-200.565995577761,5575.2688861452,2854.62252385914,4.57956589619357,1931.08937628567,349.201805794524
"4225",47270,41.7733965,-4.7174062,4,1.1,"pos",35.011267175898,2.45102271969615,5999.99929713085,6503.60920606181,-0.0121448629025425,3758.25236625969,354.41481926268
"4226",47280,41.8091918,-4.6915484,18,9.1,"pos",46.0880811903626,-35.563212377632,3583.34402875043,1385.79373587854,4.6050139224202,5313.08090318926,359.47232769863
"4227",47282,41.8203734,-4.660535,5,0,"null",15.8237405475229,302.987367634331,5303.60387642868,850.60566291213,-0.168671040184612,1463.76806497574,344.293339469079
"4228",47290,41.8172868,-4.6140481,2,100,"pos",12.2992631702218,527.26957023026,4806.85082348064,4031.48898393847,-1.10047344838636,1270.2393214684,353.582945680766
"4229",47300,45.2866371,15.1895096,2,0,"null",29.0385001660325,266.061309535782,6270.13688771985,3520.84762272425,18.1389566287199,3913.51360501722,346.450039685748
"4230",47315,41.6541633,-4.2025859,10,0,"null",41.0363331111148,-20.1654005434096,2322.12753263302,6773.18229950033,3.87663339006805,3150.06481930614,331.105689864855
"4231",47320,41.524528,-4.4696765,3,53.8,"pos",16.5636329359841,192.693543987944,5844.32237353176,6165.2581660077,-1.19977558018488,4994.47004026733,354.355567388513
"4232",47330,41.5843497,-4.4696765,5,0,"null",33.8853781188373,259.710370907701,3830.15125305392,1845.11594763026,3.10220377745202,5789.36819760129,336.728565483153
"4233",47340,41.6058666,-4.4284985,16,0,"null",6.75331178260967,-243.589238594414,5221.01255478337,6976.36783700436,8.78094611640904,3982.15945689008,346.82268615126
"4234",47350,41.6090002,-4.3462373,7,0,"null",6.08061296120286,-627.776056005036,3367.40653337911,4052.66699623317,-4.86396928003306,1601.81026589125,346.668337864527
"4235",47400,41.3165673,-4.9143239,2,21.3,"neg",29.8402299985755,550.988565380791,5155.14062489383,4885.2317141369,-1.35505187269388,6225.17761890776,349.068418859245
"4236",47410,41.2851649,-4.7070616,4,125.3,"pos",22.2028525578789,-215.634844667872,6598.03507244214,4635.89566252194,3.84543992921771,4127.95556280762,345.844816832115
"4237",47420,41.3422602,-4.5315029,3,41.9,"neg",19.9114764493424,-57.0365090847374,4538.97162871435,2205.95339424908,0.0693216648292339,6660.44872659259,339.701842469587
"4238",47430,41.3598228,-4.5934,8,39.6,"pos",1.30173441767693,385.169339537368,1011.83798019774,2609.4662879128,-3.43834773706964,3425.88734435849,350.152867323435
"4239",47440,41.4006464,-4.5727598,8,100,"pos",23.3389034138527,388.621535406028,1924.46834724396,1796.50755175389,-4.43206030171284,6016.68378468603,345.216214484081
"4240",47450,41.3200761,-4.8313257,9,0,"null",16.0759600824676,55.7050082110105,6740.17810048535,2943.37517144158,-6.73055992074769,3961.48193739355,345.015809216132
"4241",47460,41.2633764,-4.9870491,8,100,"pos",40.5505221576896,139.699007534261,1219.16216104291,3027.6652415283,-0.506652559878859,2943.82543624379,338.392003022206
"4242",47465,41.321644,-5.0286488,5,0,"null",49.1498511817772,-228.914823997067,6652.43447381072,5729.60888543166,-3.14320371098093,1807.15486961417,333.986322620237
"4243",47490,41.4243314,-4.9662608,20,0,"null",15.2122788100969,-479.827301204863,3621.743531432,3693.85913652368,-1.65724223509621,2393.32523746416,352.29187592267
"4244",47491,41.4365471,-4.9143239,10,0,"null",28.8304058264475,-118.298505331277,5199.4500384666,601.893972977996,1.17415581127139,1920.19840362482,332.629577076533
"4245",47493,41.2286126,-4.8624355,30,100,"pos",8.60929527552798,-105.892109609015,2633.84123393334,3941.82964311913,9.03898784546583,6679.43447111174,336.937728417768
"4246",47494,41.1858548,-4.9247074,26,0,"null",48.8354435106739,23.0396173222922,3209.22796023078,1577.16358066536,-2.27806734934252,5339.3717369996,325.835801552969
"4247",47510,41.301876,-5.2475518,9,0,"null",37.7606567540206,-45.9815542645238,6555.1091292873,3189.38165521249,-0.448853661728357,2231.37838444673,357.182669370196
"4248",47512,41.2551147,-5.1744903,33,0,"null",32.2387215844356,-361.033472887734,3251.44442641176,5316.95876386948,-1.24190786863204,1842.48212650418,330.3273140779
"4249",47610,41.6507025,-4.8002333,1,230.2,"pos",18.6824393023271,560.934015369486,601.112298062071,3863.53620043956,-1.41327997693492,1798.29837512225,337.952057293923
"4250",47620,41.7086323,-4.8416936,5,5.4,"pos",42.8049432230182,-468.698736430536,1717.277163174,3561.09337843955,8.76792193425346,1331.07675146312,356.069192642607
"4251",47630,41.7836709,-4.9454803,25,0,"null",30.8417487386614,145.026631936851,3831.05638502166,1869.87450025044,1.34156476083071,2340.00671994872,321.122204288306
"4252",47639,41.8363717,-4.8728093,9,100,"pos",14.3924685129896,-113.54090021402,6807.44340009987,5666.70920327306,6.58479543643283,639.284560782835,313.591787482782
"4253",47640,41.7231975,-4.9662608,7,0,"null",17.4079578744713,318.708594167642,1485.60450104997,5816.25541779213,6.55879512728038,1241.65231711231,330.798555177795
"4254",47800,41.878304,-5.0494602,3,96.1,"pos",3.5131565888878,-250.892351316175,2654.50096325949,1164.90011140704,2.77269015547039,1860.55789543316,341.749145465075
"4255",47814,41.9707706,-5.1953554,266,0,"null",41.7353787885513,-322.837860390258,1869.99538643286,6299.95312415995,2.69684261429822,1604.60775904357,341.280315540807
"4256",47820,41.8169992,-5.0911062,18,0,"null",38.1223953971639,-345.575256029743,411.939739855006,5654.37014270574,-3.41862493796234,4201.69263505377,343.412443481213
"4257",47860,41.7343469,-5.2736679,37,59.4,"pos",44.073405648116,260.409925839863,418.846871471033,1710.33656261861,-4.55562024728637,4499.03970961459,357.133791299885
"4258",48001,43.2637606,-2.9269593,0,100,"pos",7.10440782993101,119.042287213239,6127.20621936023,1962.22579795867,3.40020166969859,5619.62419580668,362.910019040362
"4259",48002,43.247748,-2.9625587,2,36.4,"neg",17.773197197821,-112.369888817653,6902.24770368077,3710.42913049459,9.94467989018275,4109.93180135265,344.147070959958
"4260",48003,43.2294405,-2.9225893,2,37.8,"neg",31.1691206649411,256.689027997835,2624.89269371144,2607.9584645573,7.47001167540636,958.110142778605,340.523411120986
"4261",48004,43.2565916,-2.9001212,7,0,"null",35.0197434646543,191.724223931836,6914.52964884229,3527.96054682694,1.40653180774151,1795.75335732661,319.984981086796
"4262",48005,43.2571974,-2.9238378,2,15.4,"neg",29.9114196230657,-1026.41974697434,1222.01016186737,5388.14328396693,3.09318455200426,5723.90021383762,341.720770785827
"4263",48006,43.2573881,-2.9163471,4,0,"null",9.3067041693721,-283.007570741792,4625.30258186162,3098.15914435312,11.6264193362705,1051.36250946671,337.631759180291
"4264",48007,43.2704503,-2.9250864,5,0,"null",8.28302169917151,-78.798938787729,2403.97197445855,3941.86961990781,-4.0278580594998,5604.40102852881,335.127107807102
"4265",48008,43.2600098,-2.9319541,2,25.9,"neg",3.00108087644912,-524.889124108914,5998.2344513759,2014.52164421789,5.04574679032394,5819.08368300647,333.585330586029
"4266",48009,43.2653647,-2.9350761,1,17,"pos",22.0120831187814,60.8440645853762,5336.16205495782,1662.46054489166,-1.77807480361775,5947.01933069155,344.516092735379
"4267",48010,43.2591661,-2.9413208,7,0,"null",25.8485547590535,-385.671175147608,3068.57374985702,5900.47948583961,-0.708190674305882,676.7159874551,341.78340710106
"4268",48011,43.2662977,-2.9425887,2,132.2,"pos",10.2133915005252,547.840791888834,6430.88997988962,1420.43536663987,-5.16814544969187,466.955095715821,361.128192450265
"4269",48012,43.2543346,-2.9413208,3,33.1,"neg",27.6575745602604,264.282597025546,4095.00853144564,6255.94146582298,1.41416081491645,1764.02707556263,338.596843589212
"4270",48013,43.2728848,-2.9713064,3,0,"null",38.2480640357826,336.561757803014,1847.93163971044,837.567395018414,5.88709100847252,605.268803797662,347.275093002364
"4271",48014,43.2698106,-2.9500647,4,57.8,"pos",22.7924872359727,72.9082073387321,2940.97358295694,3062.96149739064,4.71534396353235,2817.26857977919,338.425604111565
"4272",48015,43.2756613,-2.9101057,3,5.5,"pos",47.6636909143999,50.9141180323197,2139.00938569568,4806.77708117291,-7.39319028861427,525.516935950145,336.090668795248
"4273",48100,44.5403466,3.2986106,1,43,"neg",10.1102240956388,163.671242877606,4728.55920176953,4172.43238869123,-4.65856122601124,5085.77694571577,349.453361536775
"4274",48110,43.3653738,-2.8926342,2,32.9,"neg",6.06938582914881,163.865318377659,3036.36912195943,2190.01512266695,0.248530624689875,3871.93192997947,356.792486382353
"4275",48111,43.3453261,-2.9225893,0,100,"pos",9.35372949088924,462.528522259382,1213.47122122534,1006.4388025552,5.33031053801409,2157.71345482208,359.281100607243
"4276",48113,43.3094712,-2.8128463,3,100,"pos",24.3536547760013,172.38003596562,1607.29156536981,2703.12702944502,-10.1876900537215,2260.87013506331,342.110794266441
